id,name,sex,class,date,japanese,math,english,science,social,total,average,animal,tea
S0475,佐々木 涼平,男,1-B,2024-04,100,100,84,82,99,465,93,猫派,玉露
S0476,鈴木 あすか,女,2-B,2024-04,46,57,64,47,43,257,51.4,犬派,抹茶
S0477,中島 美加子,女,2-C,2024-04,64,73,74,74,75,360,72,犬派,抹茶
S0478,石井 香織,女,2-C,2024-04,50,50,41,60,66,267,53.4,犬派,抹茶
S0479,近藤 翔太,男,3-C,2024-04,79,73,89,88,84,413,82.6,猫派,玉露
S0480,松田 太一,男,2-A,2024-04,95,93,92,80,100,460,92,猫派,玉露
S0481,鈴木 あすか,女,2-C,2024-04,73,86,64,45,73,341,68.2,猫派,抹茶
S0482,小林 稔,男,2-A,2024-04,65,76,80,63,69,353,70.6,猫派,抹茶
S0483,伊藤 太一,男,2-C,2024-04,84,92,65,77,93,411,82.2,犬派,玉露
S0484,田中 七夏,女,1-A,2024-04,74,89,84,97,76,420,84,犬派,玉露
S0485,井上 花子,女,3-D,2024-04,69,78,77,73,81,378,75.6,猫派,抹茶
S0486,山田 春香,女,1-A,2024-04,69,67,71,72,60,339,67.8,犬派,抹茶
S0487,吉田 美加子,女,3-C,2024-04,54,64,58,72,71,319,63.8,犬派,抹茶
S0488,高橋 翔太,男,2-C,2024-04,56,62,54,48,45,265,53,犬派,抹茶
S0489,藤原 京助,男,1-C,2024-04,91,80,90,53,96,410,82,猫派,玉露
S0490,小川 さゆり,女,1-B,2024-04,69,64,81,57,82,353,70.6,猫派,抹茶
S0491,佐々木 直人,男,1-A,2024-04,82,72,62,85,79,380,76,犬派,抹茶
S0492,池田 桃子,女,1-A,2024-04,88,86,100,100,90,464,92.8,犬派,玉露
S0493,中村 桃子,女,3-B,2024-04,66,56,64,56,74,316,63.2,猫派,抹茶
S0494,山本 くみ子,女,1-B,2024-04,64,54,56,55,66,295,59,猫派,抹茶
S0495,中村 直樹,男,3-B,2024-04,89,82,85,92,93,441,88.2,猫派,玉露
S0496,山田 花子,女,1-D,2024-04,26,27,36,28,36,153,30.6,猫派,煎茶
S0497,伊藤 加奈,女,3-B,2024-04,56,62,39,78,65,300,60,犬派,抹茶
S0498,渡辺 明美,女,3-C,2024-04,61,68,70,74,85,358,71.6,猫派,抹茶
S0499,山崎 陽子,女,1-B,2024-04,68,49,58,66,69,310,62,猫派,抹茶
S0500,小川 加奈,女,2-B,2024-04,54,73,70,60,36,293,58.6,犬派,抹茶
S0501,近藤 さゆり,女,3-D,2024-04,100,100,100,100,100,500,100,猫派,玉露
S0502,近藤 裕美子,女,2-D,2024-04,74,81,100,86,82,423,84.6,猫派,玉露
S0503,佐藤 里佳,女,1-B,2024-04,60,66,64,53,59,302,60.4,猫派,抹茶
S0504,佐藤 涼平,男,2-A,2024-04,100,87,69,98,100,454,90.8,犬派,玉露
S0505,太田 幹,女,2-A,2024-04,53,51,54,48,66,272,54.4,猫派,抹茶
S0506,阿部 晃,男,2-A,2024-04,63,81,59,85,82,370,74,犬派,抹茶
S0507,木村 直人,男,2-D,2024-04,89,85,91,90,84,439,87.8,猫派,玉露
S0508,山田 浩,男,2-A,2024-04,58,49,68,61,58,294,58.8,猫派,抹茶
S0509,阿部 涼平,男,2-C,2024-04,41,72,47,59,54,273,54.6,犬派,抹茶
S0510,山本 京助,男,2-A,2024-04,46,35,20,28,16,145,29,犬派,煎茶
S0511,佐藤 くみ子,女,3-C,2024-04,88,92,90,98,100,468,93.6,犬派,玉露
S0512,高橋 晃,男,2-A,2024-04,92,100,97,87,100,476,95.2,猫派,玉露
S0513,青木 結衣,女,1-A,2024-04,92,100,100,91,93,476,95.2,犬派,玉露
S0514,松田 舞,女,1-C,2024-04,83,100,90,100,92,465,93,犬派,玉露
S0515,田中 涼平,男,1-A,2024-04,74,69,72,88,51,354,70.8,犬派,抹茶
S0516,山本 あすか,女,2-B,2024-04,44,40,66,63,57,270,54,猫派,抹茶
S0517,高橋 あすか,女,2-A,2024-04,73,44,81,53,57,308,61.6,猫派,抹茶
S0518,岡田 淳,男,1-C,2024-04,52,82,71,75,51,331,66.2,犬派,抹茶
S0519,佐藤 洋介,男,1-D,2024-04,77,75,61,83,73,369,73.8,犬派,抹茶
S0520,中村 洋介,男,2-B,2024-04,37,61,80,45,57,280,56,猫派,抹茶
S0521,石川 加奈,女,1-A,2024-04,73,81,78,96,99,427,85.4,犬派,玉露
S0522,松本 亮介,男,2-D,2024-04,63,67,66,62,71,329,65.8,猫派,抹茶
S0523,佐藤 和也,男,1-D,2024-04,83,78,79,77,65,382,76.4,犬派,抹茶
S0524,山本 涼平,男,3-B,2024-04,66,58,76,66,74,340,68,猫派,抹茶
S0525,小林 稔,男,2-D,2024-04,73,83,64,98,69,387,77.4,犬派,抹茶
S0526,渡辺 翼,男,3-C,2024-04,75,59,50,69,69,322,64.4,猫派,抹茶
S0527,福田 洋介,男,3-D,2024-04,55,56,58,41,58,268,53.6,猫派,抹茶
S0528,山田 翼,男,3-A,2024-04,87,90,84,100,100,461,92.2,犬派,玉露
S0529,山下 結衣,女,1-A,2024-04,75,92,100,92,92,451,90.2,犬派,玉露
S0530,渡辺 桃子,女,2-A,2024-04,65,75,66,50,58,314,62.8,猫派,抹茶
S0531,田中 裕美子,女,2-C,2024-04,91,89,82,100,100,462,92.4,犬派,玉露
S0532,伊藤 涼平,男,2-A,2024-04,100,85,83,87,89,444,88.8,猫派,玉露
S0533,藤井 美加子,女,1-A,2024-04,100,96,77,74,93,440,88,猫派,玉露
S0534,森 陽子,女,1-A,2024-04,82,100,72,71,76,401,80.2,犬派,玉露
S0535,高橋 里佳,女,3-C,2024-04,64,55,43,68,41,271,54.2,犬派,抹茶
S0536,加藤 洋介,男,3-D,2024-04,37,56,55,73,63,284,56.8,犬派,抹茶
S0537,山崎 陽子,女,3-B,2024-04,94,81,92,97,98,462,92.4,猫派,玉露
S0538,三浦 太郎,男,1-D,2024-04,67,53,52,51,63,286,57.2,猫派,抹茶
S0539,斎藤 健一,男,2-B,2024-04,48,61,42,47,53,251,50.2,犬派,抹茶
S0540,松田 健一,男,1-A,2024-04,68,81,79,85,72,385,77,犬派,抹茶
S0541,清水 結衣,女,2-D,2024-04,55,65,58,56,57,291,58.2,犬派,抹茶
S0542,坂本 陽子,女,2-A,2024-04,61,45,62,66,53,287,57.4,猫派,抹茶
S0543,吉田 智也,男,2-C,2024-04,99,83,96,99,100,477,95.4,猫派,玉露
S0544,清水 京助,男,3-C,2024-04,56,55,59,60,54,284,56.8,犬派,抹茶
S0545,高橋 加奈,女,1-C,2024-04,65,75,66,72,68,346,69.2,犬派,抹茶
S0546,高橋 春香,女,2-D,2024-04,79,83,78,80,83,403,80.6,犬派,玉露
S0547,山崎 幹,女,2-B,2024-04,84,79,81,85,87,416,83.2,猫派,玉露
S0548,石川 あすか,女,3-D,2024-04,36,58,46,42,44,226,45.2,犬派,煎茶
S0549,藤田 明美,女,3-C,2024-04,71,54,66,68,70,329,65.8,猫派,抹茶
S0550,山崎 亮介,男,3-D,2024-04,78,67,63,97,70,375,75,犬派,抹茶
S0551,石井 翔太,男,2-B,2024-04,74,83,61,57,54,329,65.8,犬派,抹茶
S0552,伊藤 舞,女,2-A,2024-04,83,93,84,79,90,429,85.8,犬派,玉露
S0553,松本 裕太,男,2-C,2024-04,49,75,60,65,64,313,62.6,犬派,抹茶
S0554,青木 あすか,女,2-D,2024-04,64,70,70,62,69,335,67,猫派,抹茶
S0555,伊藤 翼,男,3-D,2024-04,57,56,46,35,50,244,48.8,猫派,煎茶
S0556,山本 千代,女,2-A,2024-04,93,100,75,86,83,437,87.4,犬派,玉露
S0557,佐々木 桃子,女,3-D,2024-04,91,71,83,64,80,389,77.8,猫派,抹茶
S0558,藤田 七夏,女,3-A,2024-04,100,95,87,98,100,480,96,犬派,玉露
S0559,渡辺 京助,男,3-D,2024-04,87,100,82,96,100,465,93,犬派,玉露
S0560,山下 陽子,女,3-B,2024-04,83,81,83,78,67,392,78.4,犬派,抹茶
S0561,小林 京助,男,1-D,2024-04,36,40,54,41,40,211,42.2,猫派,煎茶
S0562,青木 陽一,男,1-A,2024-04,73,83,95,97,76,424,84.8,犬派,玉露
S0563,橋本 亮介,男,3-C,2024-04,90,73,81,63,71,378,75.6,猫派,抹茶
S0564,佐々木 結衣,女,2-A,2024-04,80,86,71,100,99,436,87.2,犬派,玉露
S0565,中川 太一,男,3-D,2024-04,77,76,86,67,80,386,77.2,猫派,抹茶
S0566,橋本 桃子,女,2-D,2024-04,98,63,80,75,87,403,80.6,猫派,玉露
S0567,井上 充,男,3-B,2024-04,19,61,45,40,43,208,41.6,犬派,煎茶
S0568,小林 加奈,女,2-C,2024-04,82,65,74,74,61,356,71.2,猫派,抹茶
S0569,清水 真綾,女,1-A,2024-04,84,99,90,100,78,451,90.2,犬派,玉露
S0570,佐藤 京助,男,3-B,2024-04,44,55,69,69,30,267,53.4,犬派,抹茶
S0571,佐々木 明美,女,3-D,2024-04,41,81,84,73,74,353,70.6,犬派,抹茶
S0572,佐藤 翔太,男,2-C,2024-04,63,75,68,80,69,355,71,犬派,抹茶
S0573,佐藤 千代,女,1-C,2024-04,41,38,70,52,60,261,52.2,猫派,抹茶
S0574,森 香織,女,1-A,2024-04,91,90,95,97,100,473,94.6,猫派,玉露
S0575,佐藤 直人,男,1-D,2024-04,99,100,91,96,90,476,95.2,犬派,玉露
S0576,長谷川 裕樹,男,3-D,2024-04,62,55,50,50,35,252,50.4,犬派,抹茶
S0577,中村 涼平,男,3-C,2024-04,58,50,53,54,48,263,52.6,猫派,抹茶
S0578,前田 春香,女,3-A,2024-04,39,54,61,39,55,248,49.6,猫派,煎茶
S0579,太田 さゆり,女,2-B,2024-04,64,88,70,73,72,367,73.4,犬派,抹茶
S0580,西村 智也,男,2-B,2024-04,53,33,41,49,58,234,46.8,猫派,煎茶
S0581,佐藤 充,男,1-B,2024-04,49,67,58,60,43,277,55.4,犬派,抹茶
S0582,井上 洋介,男,2-A,2024-04,62,55,47,59,77,300,60,猫派,抹茶
S0583,藤田 香織,女,3-C,2024-04,84,72,63,83,73,375,75,犬派,抹茶
S0584,小林 香織,女,3-B,2024-04,73,94,95,87,76,425,85,犬派,玉露
S0585,山田 浩,男,1-C,2024-04,75,71,75,79,62,362,72.4,犬派,抹茶
S0586,後藤 千代,女,3-D,2024-04,52,49,60,41,62,264,52.8,猫派,抹茶
S0587,松田 陽子,女,2-A,2024-04,90,90,82,84,86,432,86.4,犬派,玉露
S0588,岡田 学,男,2-A,2024-04,90,78,94,99,91,452,90.4,猫派,玉露
S0589,西村 桃子,女,2-C,2024-04,99,81,86,94,75,435,87,犬派,玉露
S0590,中村 裕太,男,3-B,2024-04,57,85,84,80,68,374,74.8,犬派,抹茶
S0591,山崎 太一,男,2-A,2024-04,67,62,69,79,72,349,69.8,犬派,抹茶
S0592,吉田 陽一,男,3-B,2024-04,99,98,75,88,81,441,88.2,犬派,玉露
S0593,鈴木 舞,女,1-B,2024-04,60,63,77,72,77,349,69.8,猫派,抹茶
S0594,山田 幹,女,3-B,2024-04,46,55,61,30,42,234,46.8,猫派,煎茶
S0595,中村 真綾,女,3-C,2024-04,83,76,70,76,68,373,74.6,犬派,抹茶
S0596,高橋 晃,男,2-B,2024-04,79,58,73,79,70,359,71.8,猫派,抹茶
S0597,高橋 知実,女,1-C,2024-04,49,45,44,40,46,224,44.8,猫派,煎茶
S0598,中村 直樹,男,3-B,2024-04,100,78,92,81,76,427,85.4,猫派,玉露
S0599,橋本 洋介,男,1-C,2024-04,60,75,52,63,73,323,64.6,犬派,抹茶
S0600,石井 拓真,男,1-A,2024-04,100,85,89,97,74,445,89,犬派,玉露
S0601,鈴木 充,男,3-C,2024-04,67,74,71,80,81,373,74.6,犬派,抹茶
S0602,森 京助,男,3-D,2024-04,86,85,100,68,100,439,87.8,猫派,玉露
S0603,村上 涼平,男,2-C,2024-04,71,62,58,70,76,337,67.4,猫派,抹茶
S0604,鈴木 陽子,女,2-B,2024-04,71,100,89,86,73,419,83.8,犬派,玉露
S0605,福田 里佳,女,2-D,2024-04,57,71,50,49,66,293,58.6,犬派,抹茶
S0606,佐藤 洋介,男,3-A,2024-04,67,63,89,78,61,358,71.6,猫派,抹茶
S0607,佐々木 陽一,男,2-D,2024-04,46,57,56,61,35,255,51,犬派,抹茶
S0608,鈴木 結衣,女,2-B,2024-04,87,86,76,96,79,424,84.8,犬派,玉露
S0609,吉田 直子,女,3-B,2024-04,86,77,76,87,83,409,81.8,犬派,玉露
S0610,岡本 花子,女,3-C,2024-04,33,40,50,43,42,208,41.6,猫派,煎茶
S0611,渡辺 美加子,女,2-B,2024-04,55,68,56,40,42,261,52.2,犬派,抹茶
S0612,渡辺 裕美子,女,3-A,2024-04,76,78,72,83,75,384,76.8,犬派,抹茶
S0613,田中 桃子,女,1-D,2024-04,58,76,64,73,55,326,65.2,犬派,抹茶
S0614,岡田 充,男,2-D,2024-04,100,76,87,100,82,445,89,猫派,玉露
S0615,佐藤 翼,男,1-A,2024-04,72,66,73,61,45,317,63.4,犬派,抹茶
S0616,阿部 康弘,男,2-D,2024-04,94,100,62,92,65,413,82.6,犬派,玉露
S0617,佐藤 さゆり,女,1-B,2024-04,100,86,100,90,99,475,95,猫派,玉露
S0618,岡本 あすか,女,3-C,2024-04,90,91,67,83,76,407,81.4,犬派,玉露
S0619,坂本 稔,男,1-D,2024-04,41,72,52,58,46,269,53.8,犬派,抹茶
S0620,松田 直子,女,2-C,2024-04,62,59,46,51,68,286,57.2,猫派,抹茶
S0621,鈴木 さゆり,女,1-A,2024-04,64,66,67,75,53,325,65,犬派,抹茶
S0622,斉藤 花子,女,3-D,2024-04,86,88,64,81,95,414,82.8,犬派,玉露
S0623,青木 稔,男,1-C,2024-04,73,76,58,86,73,366,73.2,犬派,抹茶
S0624,田中 太一,男,1-C,2024-04,61,85,82,94,74,396,79.2,犬派,抹茶
S0625,石川 裕美子,女,3-D,2024-04,48,50,43,68,68,277,55.4,犬派,抹茶
S0626,高橋 裕美子,女,3-A,2024-04,63,48,74,83,60,328,65.6,猫派,抹茶
S0627,近藤 直人,男,2-B,2024-04,72,85,70,70,70,367,73.4,犬派,抹茶
S0628,山本 里佳,女,3-C,2024-04,34,40,58,45,43,220,44,猫派,煎茶
S0629,小林 七夏,女,2-A,2024-04,60,78,60,53,62,313,62.6,犬派,抹茶
S0630,鈴木 里佳,女,1-B,2024-04,91,84,91,97,100,463,92.6,猫派,玉露
S0631,岡本 香織,女,3-C,2024-04,74,75,81,91,72,393,78.6,犬派,抹茶
S0632,岡田 康弘,男,2-D,2024-04,54,70,66,69,74,333,66.6,犬派,抹茶
S0633,岡本 真綾,女,3-A,2024-04,53,53,47,60,61,274,54.8,犬派,抹茶
S0634,高橋 篤司,男,1-D,2024-04,81,76,80,71,92,400,80,猫派,玉露
S0635,鈴木 花子,女,2-C,2024-04,46,66,63,40,66,281,56.2,猫派,抹茶
S0636,小林 治,男,1-D,2024-04,55,60,64,63,58,300,60,犬派,抹茶
S0637,佐々木 陽一,男,1-A,2024-04,67,62,81,69,54,333,66.6,猫派,抹茶
S0638,鈴木 太一,男,3-C,2024-04,63,75,76,58,53,325,65,犬派,抹茶
S0639,小林 裕美子,女,3-D,2024-04,56,77,59,38,46,276,55.2,犬派,抹茶
S0640,山崎 亮介,男,3-B,2024-04,52,56,64,67,71,310,62,猫派,抹茶
S0641,小川 春香,女,3-C,2024-04,58,67,76,79,86,366,73.2,猫派,抹茶
S0642,吉田 修平,男,2-C,2024-04,71,73,68,71,81,364,72.8,猫派,抹茶
S0643,鈴木 あすか,女,3-D,2024-04,68,68,81,57,86,360,72,猫派,抹茶
S0644,鈴木 陽子,女,2-A,2024-04,45,59,62,38,41,245,49,猫派,煎茶
S0645,山崎 くみ子,女,2-A,2024-04,97,86,71,49,74,377,75.4,猫派,抹茶
S0646,松田 桃子,女,3-C,2024-04,71,66,77,66,94,374,74.8,猫派,抹茶
S0647,橋本 聡太郎,男,3-D,2024-04,99,93,86,92,100,470,94,猫派,玉露
S0648,西村 舞,女,3-B,2024-04,85,92,88,86,92,443,88.6,犬派,玉露
S0649,小林 学,男,3-D,2024-04,86,79,75,72,71,383,76.6,猫派,抹茶
S0650,吉田 裕樹,男,3-D,2024-04,36,36,40,61,44,217,43.4,犬派,煎茶
S0651,高橋 充,男,3-B,2024-04,76,89,67,71,72,375,75,犬派,抹茶
S0652,山田 裕太,男,3-A,2024-04,100,91,99,88,85,463,92.6,猫派,玉露
S0653,太田 健一,男,1-D,2024-04,92,80,97,85,84,438,87.6,猫派,玉露
S0654,斉藤 香織,女,2-B,2024-04,82,87,90,75,87,421,84.2,猫派,玉露
S0655,小林 舞,女,3-B,2024-04,80,94,81,100,100,455,91,犬派,玉露
S0656,石井 花子,女,3-D,2024-04,86,75,71,71,74,377,75.4,猫派,抹茶
S0657,井上 淳,男,3-B,2024-04,57,58,51,59,67,292,58.4,犬派,抹茶
S0658,山本 翼,男,3-C,2024-04,63,55,45,71,63,297,59.4,犬派,抹茶
S0659,池田 香織,女,3-D,2024-04,60,68,81,70,71,350,70,猫派,抹茶
S0660,佐藤 美加子,女,1-D,2024-04,60,79,60,63,62,324,64.8,犬派,抹茶
S0661,佐藤 幹,女,3-C,2024-04,63,67,58,77,75,340,68,犬派,抹茶
S0662,鈴木 香織,女,3-D,2024-04,62,61,64,53,57,297,59.4,猫派,抹茶
S0663,近藤 治,男,1-C,2024-04,85,99,79,79,78,420,84,犬派,玉露
S0664,橋本 美加子,女,1-C,2024-04,58,67,65,60,77,327,65.4,猫派,抹茶
S0665,高橋 千代,女,3-B,2024-04,100,100,100,100,100,500,100,猫派,玉露
S0666,遠藤 香織,女,2-D,2024-04,65,67,51,58,72,313,62.6,猫派,抹茶
S0667,加藤 真綾,女,3-C,2024-04,30,40,46,29,41,186,37.2,猫派,煎茶
S0668,山崎 直子,女,1-D,2024-04,87,96,81,79,95,438,87.6,猫派,玉露
S0669,岡本 さゆり,女,2-B,2024-04,63,67,91,66,84,371,74.2,猫派,抹茶
S0670,佐藤 さゆり,女,1-C,2024-04,62,65,41,48,63,279,55.8,犬派,抹茶
S0671,橋本 亮介,男,2-D,2024-04,69,43,64,45,55,276,55.2,猫派,抹茶
S0672,山崎 明美,女,3-D,2024-04,73,40,52,36,70,271,54.2,猫派,抹茶
S0673,池田 浩,男,1-C,2024-04,77,90,77,78,77,399,79.8,犬派,抹茶
S0674,太田 知実,女,1-A,2024-04,73,76,86,81,77,393,78.6,猫派,抹茶
S0675,高橋 浩,男,1-A,2024-04,63,42,58,50,36,249,49.8,猫派,煎茶
S0676,伊藤 学,男,3-B,2024-04,91,100,86,95,71,443,88.6,犬派,玉露
S0677,鈴木 学,男,1-D,2024-04,49,58,67,56,71,301,60.2,猫派,抹茶
S0678,山口 直子,女,3-D,2024-04,66,70,67,53,35,291,58.2,犬派,抹茶
S0679,林 太郎,男,3-B,2024-04,77,68,73,93,67,378,75.6,犬派,抹茶
S0680,小林 太一,男,3-B,2024-04,79,73,83,93,74,402,80.4,犬派,玉露
S0681,福田 裕美子,女,3-D,2024-04,72,75,65,63,44,319,63.8,犬派,抹茶
S0682,山田 結衣,女,3-B,2024-04,46,65,55,55,58,279,55.8,犬派,抹茶
S0683,高橋 里佳,女,2-C,2024-04,72,69,73,63,56,333,66.6,猫派,抹茶
S0684,山本 英樹,男,1-B,2024-04,87,85,88,99,86,445,89,犬派,玉露
S0685,加藤 稔,男,1-D,2024-04,51,72,52,58,79,312,62.4,犬派,抹茶
S0686,小林 涼平,男,1-D,2024-04,91,90,82,79,84,426,85.2,猫派,玉露
S0687,高橋 桃子,女,1-C,2024-04,49,47,37,62,53,248,49.6,犬派,煎茶
S0688,渡辺 裕太,男,1-C,2024-04,75,80,86,81,96,418,83.6,猫派,玉露
S0689,渡辺 洋介,男,2-C,2024-04,61,73,54,76,53,317,63.4,犬派,抹茶
S0690,林 知実,女,3-D,2024-04,73,84,88,81,67,393,78.6,犬派,抹茶
S0691,渡辺 修平,男,3-D,2024-04,49,37,67,57,45,255,51,猫派,抹茶
S0692,吉田 明美,女,1-A,2024-04,84,94,83,71,78,410,82,犬派,玉露
S0693,木村 直子,女,1-D,2024-04,72,66,64,43,75,320,64,猫派,抹茶
S0694,山崎 あすか,女,3-B,2024-04,72,84,85,84,70,395,79,犬派,抹茶
S0695,松本 稔,男,3-C,2024-04,64,41,74,55,44,278,55.6,猫派,抹茶
S0696,山田 裕美子,女,3-B,2024-04,38,52,51,39,47,227,45.4,犬派,煎茶
S0697,田中 淳,男,3-D,2024-04,55,48,45,36,46,230,46,猫派,煎茶
S0698,木村 知実,女,3-C,2024-04,66,65,71,58,45,305,61,犬派,抹茶
S0699,長谷川 智也,男,2-A,2024-04,75,73,84,87,79,398,79.6,犬派,抹茶
S0700,田中 零,男,1-D,2024-04,58,76,61,52,52,299,59.8,犬派,抹茶
S0701,田中 あすか,女,1-A,2024-04,68,71,67,57,61,324,64.8,猫派,抹茶
S0702,中島 陽子,女,2-B,2024-04,69,76,86,89,79,399,79.8,犬派,抹茶
S0703,中村 春香,女,2-C,2024-04,50,69,77,89,67,352,70.4,犬派,抹茶
S0704,山田 直子,女,3-A,2024-04,60,50,71,92,81,354,70.8,犬派,抹茶
S0705,中川 直子,女,3-C,2024-04,89,90,62,94,80,415,83,犬派,玉露
S0706,橋本 健一,男,1-A,2024-04,56,55,52,59,53,275,55,犬派,抹茶
S0707,田中 さゆり,女,2-B,2024-04,56,69,60,65,72,322,64.4,犬派,抹茶
S0708,坂本 陽子,女,3-C,2024-04,37,51,31,63,57,239,47.8,犬派,煎茶
S0709,藤田 修平,男,3-C,2024-04,54,64,48,42,57,265,53,猫派,抹茶
S0710,青木 千代,女,3-B,2024-04,68,61,80,53,56,318,63.6,猫派,抹茶
S0711,橋本 英樹,男,1-D,2024-04,65,65,78,66,75,349,69.8,猫派,抹茶
S0712,阿部 英樹,男,2-C,2024-04,50,38,60,47,57,252,50.4,猫派,抹茶
S0713,林 明美,女,3-D,2024-04,60,60,64,55,74,313,62.6,猫派,抹茶
S0714,斉藤 晃,男,1-A,2024-04,40,50,47,32,34,203,40.6,犬派,煎茶
S0715,小林 あすか,女,3-C,2024-04,60,47,57,57,78,299,59.8,猫派,抹茶
S0716,高橋 太郎,男,3-A,2024-04,66,60,71,73,52,322,64.4,犬派,抹茶
S0717,木村 聡太郎,男,3-B,2024-04,62,53,68,43,66,292,58.4,猫派,抹茶
S0718,田中 淳,男,1-C,2024-04,93,68,86,77,69,393,78.6,猫派,抹茶
S0719,加藤 舞,女,1-B,2024-04,54,72,68,52,56,302,60.4,犬派,抹茶
S0720,山崎 あすか,女,1-D,2024-04,63,74,71,64,61,333,66.6,犬派,抹茶
S0721,鈴木 亮介,男,2-B,2024-04,56,38,58,45,63,260,52,猫派,抹茶
S0722,井上 さゆり,女,2-A,2024-04,64,72,77,70,75,358,71.6,猫派,抹茶
S0723,岡田 真綾,女,3-C,2024-04,49,51,39,68,50,257,51.4,犬派,抹茶
S0724,伊藤 直樹,男,2-C,2024-04,41,58,55,65,56,275,55,犬派,抹茶
S0725,中村 太一,男,3-B,2024-04,68,56,49,53,56,282,56.4,猫派,抹茶
S0726,清水 和也,男,1-D,2024-04,50,44,53,41,42,230,46,猫派,煎茶
S0727,岡本 美加子,女,3-A,2024-04,100,61,100,94,87,442,88.4,猫派,玉露
S0728,山本 翔太,男,1-D,2024-04,45,48,43,41,44,221,44.2,犬派,煎茶
S0729,吉田 翔太,男,2-D,2024-04,75,80,74,61,79,369,73.8,猫派,抹茶
S0730,井上 直人,男,1-D,2024-04,61,43,48,51,61,264,52.8,猫派,抹茶
S0731,伊藤 明美,女,2-D,2024-04,72,91,54,62,61,340,68,犬派,抹茶
S0732,加藤 明美,女,2-A,2024-04,36,50,37,40,26,189,37.8,犬派,煎茶
S0733,林 翔太,男,3-C,2024-04,53,64,41,53,68,279,55.8,犬派,抹茶
S0734,斎藤 修平,男,1-D,2024-04,42,76,70,72,45,305,61,犬派,抹茶
S0735,太田 康弘,男,3-B,2024-04,84,87,85,100,90,446,89.2,犬派,玉露
S0736,近藤 健一,男,1-C,2024-04,77,76,67,95,62,377,75.4,犬派,抹茶
S0737,鈴木 花子,女,3-D,2024-04,79,87,90,74,81,411,82.2,猫派,玉露
S0738,橋本 香織,女,1-B,2024-04,95,85,92,83,100,455,91,猫派,玉露
S0739,斎藤 桃子,女,2-B,2024-04,84,69,96,68,70,387,77.4,猫派,抹茶
S0740,伊藤 知実,女,1-A,2024-04,69,71,66,84,67,357,71.4,犬派,抹茶
S0741,藤井 稔,男,3-D,2024-04,93,72,83,100,80,428,85.6,犬派,玉露
S0742,山口 翼,男,1-B,2024-04,61,55,51,55,74,296,59.2,猫派,抹茶
S0743,藤原 翔太,男,1-A,2024-04,54,52,90,65,72,333,66.6,猫派,抹茶
S0744,中島 花子,女,3-A,2024-04,61,73,51,63,44,292,58.4,犬派,抹茶
S0745,佐藤 康弘,男,3-A,2024-04,100,96,97,95,95,483,96.6,猫派,玉露
S0746,佐藤 加奈,女,2-B,2024-04,32,31,38,28,25,154,30.8,猫派,煎茶
S0747,斎藤 修平,男,1-B,2024-04,53,71,51,81,76,332,66.4,犬派,抹茶
S0748,佐藤 直子,女,1-C,2024-04,62,57,46,35,59,259,51.8,猫派,抹茶
S0749,藤井 加奈,女,1-C,2024-04,69,58,51,76,63,317,63.4,犬派,抹茶
S0750,中村 浩,男,3-B,2024-04,10,1,7,13,18,49,9.8,猫派,煎茶
S0751,藤井 里佳,女,2-C,2024-04,84,80,79,75,86,404,80.8,猫派,玉露
S0752,藤田 裕樹,男,3-B,2024-04,62,46,75,64,94,341,68.2,猫派,抹茶
S0753,鈴木 春香,女,3-D,2024-04,64,69,52,67,64,316,63.2,犬派,抹茶
S0754,池田 康弘,男,2-D,2024-04,77,56,68,79,58,338,67.6,猫派,抹茶
S0755,渡辺 陽子,女,3-D,2024-04,88,70,60,73,59,350,70,犬派,抹茶
S0756,中村 陽子,女,1-C,2024-04,60,35,71,41,67,274,54.8,猫派,抹茶
S0757,田中 香織,女,1-D,2024-04,59,54,57,59,44,273,54.6,犬派,抹茶
S0758,藤井 康弘,男,1-C,2024-04,49,52,45,53,53,252,50.4,犬派,抹茶
S0759,鈴木 英樹,男,2-A,2024-04,60,53,49,64,48,274,54.8,犬派,抹茶
S0760,吉田 真綾,女,2-B,2024-04,63,76,65,68,60,332,66.4,犬派,抹茶
S0761,藤田 さゆり,女,1-C,2024-04,68,71,65,82,65,351,70.2,犬派,抹茶
S0762,田中 拓真,男,2-A,2024-04,71,41,57,58,53,280,56,猫派,抹茶
S0763,佐藤 里佳,女,2-A,2024-04,69,54,86,58,64,331,66.2,猫派,抹茶
S0764,前田 健一,男,1-C,2024-04,70,64,85,80,74,373,74.6,猫派,抹茶
S0765,斎藤 あすか,女,3-A,2024-04,74,59,79,65,76,353,70.6,猫派,抹茶
S0766,斎藤 篤司,男,1-B,2024-04,69,80,90,83,77,399,79.8,犬派,抹茶
S0767,山口 美加子,女,1-C,2024-04,73,81,69,82,83,388,77.6,犬派,抹茶
S0768,鈴木 七夏,女,1-B,2024-04,40,44,39,44,27,194,38.8,犬派,煎茶
S0769,高橋 直人,男,3-A,2024-04,68,58,61,52,58,297,59.4,猫派,抹茶
S0770,木村 七夏,女,1-B,2024-04,43,53,24,26,39,185,37,犬派,煎茶
S0771,小林 直子,女,1-C,2024-04,92,79,90,81,85,427,85.4,猫派,玉露
S0772,渡辺 裕美子,女,2-D,2024-04,56,57,66,67,51,297,59.4,犬派,抹茶
S0773,小林 くみ子,女,2-C,2024-04,72,83,83,70,82,390,78,猫派,抹茶
